12/8/2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Name,Name,DOB,Age,2021 Exp,COLLEGE,COUNTRY,NBA D YR,NBA D R,NBA D P,NBN D YR,NBN D R,NBN D P,Bio URL,2k Overall,Height,Weight,Primary Pos.,Secondary Pos.,2021 Awards,2022 Awards,2023 Awards,2024 Awards,2025 Awards,2026 Awards,2027 Awards,2028 Awards,2029 Awards,2030 Awards,2031 Awards,2021 Salary,2022 Salary,2023 Salary,2024 Salary,2025 Salary,2026 Salary,2027 Salary,2028 Salary,2029 Salary,2030 Salary,2031 Salary,2032 Salary,2033 Salary,2034 Salary,2035 Salary,2036 Salary,2037 Salary,2038 Salary,2039 Salary,2040 Salary,2020-21 Starts,2022 Starts,2023 Starts,2024 Starts,2025 Starts,2026 Starts,2027 Starts,2028 Starts,2029 Starts,2030 Starts,2031 Starts,Combo Pos.,Team,Img URL,21-22 Primary,21-22 Secondary,22-23 Primary,22-23 Secondary,22-23 OVR
"VanVleet, Fred","VANVLEET, FRED",2/25/1994,29,6,Wichita State,USA,2016,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1q2D1wErqnUVdFj94HssCVKx7CgOvlYbYY_Sv1bTA-H8/edit?usp=sharing,86,"6'1""",197 lbs,SG,PG,,,,,,,,,,,,"$20,000,000","$21,600,000","$23,200,000",,,,,,,,,,,,,,,,,,82,81,82,,,,,,,,,SG/PG,NYK,https://www.basketball-reference.com/req/202106291/images/players/vanvlfr01.jpg,SG,PG,,,
"VASSELL, DEVIN","VASSELL, DEVIN",8/23/2000,23,2,Florida State,USA,2020,Round 1,Pick 11,2020,Round 1,Pick 11 (PHI),https://docs.google.com/spreadsheets/d/1GwAMHGtH-l_ixM-CTlkqfuwfksOIHJwCcvGHutYuDcg/edit?usp=sharing,77,"6'5""",200 lbs,SF,SG,,,,,,,,,,,,"$3,361,200","$3,529,300",,,,,,,,,,,,,,,,,,,3,10,66,,,,,,,,,SF/SG,PHI,https://www.basketball-reference.com/req/202106291/images/players/vassede01.jpg,SF,SG,,,
"Vincent, Gabe","VINCENT, GABE",6/14/1996,27,3,UC Santa Barbara,USA,2018,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1NU5xJvyl9gNN94Oj2MWOHbSLAQIktoE1mYUGt-yKb0E/edit?usp=sharing,70,"6'3""",200 lbs,SG,PG,,,,,,,,,,,,"$1,445,697","$1,669,178","$1,815,677",,,,,,,,,,,,,,,,,,0,0,,,,,,,,,,SG/PG,MIA,https://www.basketball-reference.com/req/202106291/images/players/vincega01.jpg,SG,PG,SG,PG,75
"Vonleh, Noah","VONLEH, NOAH",8/24/1995,28,7,Indiana,USA,2014,Round 1,Pick 9,,,,https://docs.google.com/spreadsheets/d/1Vteo01Pq_u3zR_iCRIrilVOIHxMqBFSWexuBOUr2EDE/edit?usp=sharing,74,"6'9""",250 lbs,C,PF,,,,,,,,,,,,"$3,246,000","$3,408,300",,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,C/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/vonleno01.jpg,C,PF,,,
"Vucevic, Nikola","VUCEVIC, NIKOLA",10/24/1990,33,11,USC,Montenegro,2011,Round 1,Pick 16,,,,https://docs.google.com/spreadsheets/d/1a6QCdP7QwBEjnYyV0svoRUkWGRp5Si6SCknrPyw79H0/edit?usp=sharing,82,"6'11""",260 lbs,C,,NBN All-Star,,,,,,,,,,,"$26,000,000","$24,000,000","$22,000,000",,,,,,,,,,,,,,,,,,76,82,76,,,,,,,,,C,ATL,https://www.basketball-reference.com/req/202106291/images/players/vucevni01.jpg,C,,C,,
"Kuzma, Kyle","KUZMA, KYLE",7/24/1995,28,5,Utah,USA,2017,Round 1,Pick 27,,,,https://docs.google.com/spreadsheets/d/1QLrwo9Fbj0RZaLuwhxDIVZuemOqWEwtLFtf0K6Jja10/edit?usp=sharing,82,"6'10""",221 lbs,SF,PF,,,,,,,,,,,,"$3,562,178","$13,000,000","$13,000,000",,,,,,,,,,,,,,,,,,21,46,18,,,,,,,,,SF/PF,SAS,https://www.basketball-reference.com/req/202106291/images/players/kuzmaky01.jpg,SF,PF,,,
"Wagner, Franz","WAGNER, FRANZ",8/27/2001,22,1,Michigan,Germany,2021,Round 1,Pick 8,2021,Round 1,Pick 10 (MEM),https://docs.google.com/spreadsheets/d/1xBekkKnrZz_m9ukX4k8fgM6BlLmg4A0rn5cHlZi4Gbs/edit?usp=sharing,81,"6'9""",220 lbs,SF,PF,,NBN All-Rookie Second Team,,,,,,,,,,,"$3,644,200","$3,826,400",,,,,,,,,,,,,,,,,,,57,54,,,,,,,,,SF/PF,MEM,https://www.basketball-reference.com/req/202106291/images/players/wagnefr01.jpg,SF,PF,,,
"Niang, Georges","NIANG, GEORGES",6/17/1993,30,6,Iowa State,USA,2016,Round 2,Pick 50,,,,https://docs.google.com/spreadsheets/d/1RB-lId-5i_z3oOjNnphhJSxCt4IiH3SYSYJT6YktHwc/edit?usp=sharing,76,"6'7""",230 lbs,PF,SF,,,,,,,,,,,,,"$1,669,178",,,,,,,,,,,,,,,,,,,,0,18,,,,,,,,,PF/SF,CLE,https://www.basketball-reference.com/req/202106291/images/players/niangge01.jpg,PF,SF,,,
"Wainwright, Ishmail","WAINWRIGHT, ISHMAIL",9/12/1994,29,1,Baylor,USA,2017,Undrafted,,,,,,70,"6'5""",260 lbs,SG,PG,,,,,,,,,,,,,"$925,258",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SG/PG,FA,https://www.basketball-reference.com/req/202106291/images/players/wainris01.jpg,,,,,
"Waiters, Dion","WAITERS, DION",12/10/1991,31,9,Syracuse,USA,2012,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1D06wS5J8pOpVR7l1-6tFG3kZFCnLxDppJpHzHd7bFQk/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/players/waitedi01.jpg,SG,PG,,,
"Portis, Bobby","PORTIS, BOBBY",2/10/1995,28,7,Arkansas,USA,2015,Round 1,Pick 22,,,,https://docs.google.com/spreadsheets/d/1Zciml55Kez2_h8t3CtLOd8CDiWDafn4TptpzXs1tNGw/edit?usp=sharing,82,"6'10""",250 lbs,C,PF,,,,,,,,,,,,"$15,750,000","$15,000,000","$15,000,000",,,,,,,,,,,,,,,,,,21,65,19,,,,,,,,,C/PF,ATL,https://www.basketball-reference.com/req/202106291/images/players/portibo01.jpg,C,PF,C,PF,80
"Walker, Lonnie","WALKER, LONNIE",12/14/1998,24,4,Miami,USA,2018,Round 1,Pick 18,,,,https://docs.google.com/spreadsheets/d/1byhI97kuW7-GMTMuXxoJ5MPImgIBicK_WwlaHRZCp_E/edit?usp=sharing,76,"6'4""",204 lbs,SG,PG,,,,,,,,,,,,"$2,892,000","$4,447,896",,,,,,,,,,,,,,,,,,,7,,33,,,,,,,,,SG/PG,IND,https://www.basketball-reference.com/req/202106291/images/players/walkelo01.jpg,SG,PG,SG,PG,75
"Wall, John","WALL, JOHN",9/6/1990,33,11,Kentucky,USA,2010,Round 1,Pick 1,,,,https://docs.google.com/spreadsheets/d/1aXlW1E6qDyhEpMDR2oGaxfAaxD8Lqh9EDsSNfp4gs8o/edit?usp=sharing,83,"6'3""",210 lbs,PG,,,,,,,,,,,,,"$41,254,920","$44,310,840",,,,,,,,,,,,,,,,,,,78,40,80,,,,,,,,,PG,WAS,https://www.basketball-reference.com/req/202106291/images/players/walljo01.jpg,PG,,PG,,
"WANAMAKER, BRAD","WANAMAKER, BRAD",7/25/1989,34,3,Pitt,USA,2011,Undrafted,,,,,https://docs.google.com/spreadsheets/d/145u5zYoWhBevGtEOLl-sJB3CwE4bDeWBSd4LutIARPo/edit?usp=sharing,70,"6'3""",210 lbs,PG,SG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/wanambr01.jpg,PG,SG,,,
"Warren, TJ","WARREN, TJ",9/5/1993,30,8,North Carolina State,USA,2014,Round 1,Pick 14,,,,https://docs.google.com/spreadsheets/d/1FSF_ukBhkENop39Qf44PxA0dR8K5bXeLNOgjYV4DBJA/edit?usp=sharing,82,"6'8""",220 lbs,SF,PF,,,,,,,,,,,,"$12,000,000","$12,940,000",,,,,,,,,,,,,,,,,,,25,82,51,,,,,,,,,SF/PF,MIN,https://www.basketball-reference.com/req/202106291/images/players/warretj01.jpg,SF,PF,SF,PF,
"Washington, Duane","WASHINGTON, DUANE",3/24/2000,23,1,Ohio State,Germany,2021,Undrafted,,2021,Undrafted,,,73,"6'3""",210 lbs,PG,SG,,,,,,,,,,,,,"$406,472",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,PG/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/washidu02.jpg,PG,SG,,,
"Tucker, PJ","TUCKER, PJ",5/5/1985,38,11,Texas,USA,2006,Round 2,Pick 35,,,,https://docs.google.com/spreadsheets/d/1_Dq2yO8028mIAEo6TwE4J2oyGl3ovHl4wtkON79zRkw/edit?usp=sharing,74,"6'5""",245 lbs,PF,C,,,,,,,,,,,,"$7,969,537","$2,641,691",,,,,,,,,,,,,,,,,,,0,55,19,,,,,,,,,PF/C,MIN,https://www.basketball-reference.com/req/202106291/images/players/tuckepj01.jpg,PF,C,,,
"Fournier, Evan","FOURNIER, EVAN",10/29/1992,31,10,None,France,2012,Round 1,Pick 20,,,,https://docs.google.com/spreadsheets/d/1RxsjOSR2D-SR0IQXRnuwG5WMaemJofOVu6kFcDwSVyE/edit?usp=sharing,77,"6'7""",205 lbs,SG,SF,,,,,,,,,,,,"$9,246,000","$9,708,300","$10,170,600",,,,,,,,,,,,,,,,,,71,0,20,,,,,,,,,SG/SF,CHI,https://www.basketball-reference.com/req/202106291/images/players/fournev01.jpg,SG,SF,SG,SF,76
"PAYNE, CAMERON","PAYNE, CAMERON",8/8/1994,29,7,Murray State,USA,2015,Round 1,Pick 14,,,,https://docs.google.com/spreadsheets/d/1sRS7yLC1ayFva2ZiGcYqOCo8zJYUL_PWaPglyVvNO5M/edit?usp=sharing,76,"6'1""",183 lbs,PG,,,,,,,,,,,,,"$1,977,011","$9,890,000","$9,890,000","$9,890,000",,,,,,,,,,,,,,,,,7,7,20,,,,,,,,,PG,LAC,https://www.basketball-reference.com/req/202106291/images/players/payneca01.jpg,PG,,,,
"WATERS, TREMONT","WATERS, TREMONT",1/10/1998,25,2,LSU,USA,2019,Round 2,Pick 51,,,,https://docs.google.com/spreadsheets/d/1W4a85LidShSJ9yQMjcBrbxdwtkE5M4Vmwang1ltV_L4/edit?usp=sharing,70,"5'10""",175 lbs,PG,,,,,,,,,,,,,"$1,375,905",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/watertr01.jpg,PG,,,,
"Theis, Daniel","THEIS, DANIEL",4/4/1992,31,5,None,Germany,2013,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1wLr8sj8dAGu2Dkacy5rMT1RlGqf3qM5JkWlD-YkIJ4w/edit?usp=sharing,73,"6'8""",245 lbs,PF,C,,,,,,,,,,,,"$5,000,000","$1,789,256",,,,,,,,,,,,,,,,,,,15,17,20,,,,,,,,,PF/C,HOU,https://www.basketball-reference.com/req/202106291/images/players/theisda01.jpg,PF,C,PF,C,
"Watson, Paul","WATSON, PAUL",12/30/1994,28,2,Fresno State,USA,2017,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1LyKFjYOoAT_qLSvk6tZ1OxZNOE-kbukaPFu_aQMKogg/edit?usp=sharing,70,"6'6""",210 lbs,SF,SG,,,,,,,,,,,,"$1,445,697",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SF/SG,FA,https://www.basketball-reference.com/req/202106291/images/players/watsopa01.jpg,SF,SG,,,
"Westbrook, Russell","WESTBROOK, RUSSELL",11/12/1988,35,14,UCLA,USA,2008,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1xIlRlot_RuS3kii9pSJU4VtMnm193ISphwv-G3aP8Yc/edit?usp=sharing,81,"6'3""",200 lbs,PG,SG,"All-NBN Second Team, NBN All-Star",,,,,,,,,,,"$41,358,814","$44,211,146",,,,,,,,,,,,,,,,,,,82,79,43,,,,,,,,,PG/SG,PHX,https://www.basketball-reference.com/req/202106291/images/players/westbru01.jpg,PG,SG,PG,SG,
"Yurtseven, Omer","YURTSEVEN, OMER",6/19/1998,25,1,Georgetown,Turkey,2020,Undrafted,,,,,,77,"7'0""",275 lbs,C,,,,,,,,,,,,,,"$925,258","$1,563,518",,,,,,,,,,,,,,,,,,,14,20,,,,,,,,,C,PHI,https://www.basketball-reference.com/req/202106291/images/players/yurtsom01.jpg,C,,C,,75
"White, Derrick","WHITE, DERRICK",7/2/1994,29,5,Colorado,USA,2017,Round 1,Pick 29,,,,https://docs.google.com/spreadsheets/d/14jzCh9ENsuA26aNieqOy_rDF3DKZM_cPvwObp8z6D7U/edit?usp=sharing,80,"6'4""",190 lbs,SG,PG,,,,,,,,,,,,"$3,516,284","$16,046,609","$16,848,939","$17,651,269","$18,453,599",,,,,,,,,,,,,,,,14,17,46,,,,,,,,,SG/PG,BKN,https://www.basketball-reference.com/req/202106291/images/players/whitede01.jpg,SG,PG,SG,PG,
"Whiteside, Hassan","WHITESIDE, HASSAN",6/13/1989,34,10,Marshall,USA,2010,Round 2,Pick 33,,,,https://docs.google.com/spreadsheets/d/10HLPMB8NAsoNLxqp9vqi-NL5NOfiiklztAveTh1arRE/edit?usp=sharing,78,"7'0""",265 lbs,C,,,,,,,,,,,,,"$15,000,000","$15,000,000",,,,,,,,,,,,,,,,,,,51,30,41,,,,,,,,,C,DAL,https://www.basketball-reference.com/req/202106291/images/players/whiteha01.jpg,C,,,,
"Wieskamp, Joe","WIESKAMP, JOE",8/23/1999,24,1,Iowa,USA,2021,Round 2,Pick 41,2021,Round 2,Pick 49 (MEM),https://docs.google.com/spreadsheets/d/1bBQCRDPgb9CngrSMWBltDOZ8sMNtCrKSGLHaGYWMing/edit?usp=sharing,70,"6'6""",212 lbs,SG,PG,,,,,,,,,,,,,"$950,000",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,SG/PG,DAL,https://www.basketball-reference.com/req/202106291/images/players/wieskjo01.jpg,SG,PG,,,
"Maledon, Theo","MALEDON, THEO",6/12/2001,22,2,None,France,2020,Round 2,Pick 34,2020,Round 1,Pick 28 (CHA),https://docs.google.com/spreadsheets/d/1fjHLogyvCwBkftzwmEtlpxtUobcAkLmwv8X6zsZO-7s/edit?usp=sharing,74,"6'4""",175 lbs,PG,SG,,,,,,,,,,,,"$1,637,300","$1,719,400",,,,,,,,,,,,,,,,,,,18,0,21,,,,,,,,,PG/SG,CHA,https://www.basketball-reference.com/req/202106291/images/players/maledth01.jpg,PG,SG,PG,SG,
"Wiggins, Andrew","WIGGINS, ANDREW",2/23/1995,28,8,Kansas,Canada,2014,Round 1,Pick 1,,,,https://docs.google.com/spreadsheets/d/1OzPLqgQ6mmcBqM0a151VyxojTSFYaHEzajWTUO6H06g/edit?usp=sharing,83,"6'7""",197 lbs,SF,SG,,,,,,,,,,,,"$29,542,010","$31,579,390","$33,616,770",,,,,,,,,,,,,,,,,,82,65,75,,,,,,,,,SF/SG,HOU,https://www.basketball-reference.com/req/202106291/images/players/wiggian01.jpg,SF,SG,SF,SG,
"Wiley, Austin","WILEY, AUSTIN",1/8/1999,24,1,Auburn,USA,2020,Undrafted,,2020,Round 2,Pick 57 (LAC),https://docs.google.com/spreadsheets/d/1cmHPKCt9uyWWQrjoRopXEpRTmAL5L62OtfxEFfHD_nA/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Williams, Brandon","WILLIAMS, BRANDON",11/22/1999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FA,https://www.basketball-reference.com/req/202106291/images/headshots/willibr03.jpg,,,,,
"Williams, Grant","WILLIAMS, GRANT",11/30/1998,25,3,Tennessee,USA,2019,Round 1,Pick 22,,,,https://docs.google.com/spreadsheets/d/1p9CZWAYyhLylTV_BjYbFHwlgSzbQfuNX1UeoIcEkjcY/edit?usp=sharing,75,"6'6""",236 lbs,PF,C,,,,,,,,,,,,"$2,498,760","$1,601,639",,,,,,,,,,,,,,,,,,,0,0,69,,,,,,,,,PF/C,BOS,https://www.basketball-reference.com/req/202106291/images/players/willigr01.jpg,PF,C,PF,C,
"Diallo, Hamidou","DIALLO, HAMIDOU",7/31/1998,25,4,Kentucky,USA,2018,Round 2,Pick 45,,,,https://docs.google.com/spreadsheets/d/1CU688_VFiHpzK5rbtY6o53GNY7IYIjxLNx9ZFhdtW0M/edit?usp=sharing,79,"6'5""",202 lbs,SF,SG,,,,,,,,,,,,"$1,663,861","$7,000,000","$7,000,000",,,,,,,,,,,,,,,,,,4,35,22,,,,,,,,,SF/SG,DAL,https://www.basketball-reference.com/req/202106291/images/players/diallha01.jpg,SF,SG,SF,SG,
"Williams, Lou","WILLIAMS, LOU",10/27/1986,37,17,None,USA,2005,Round 2,Pick 45,,,,https://docs.google.com/spreadsheets/d/1ed6CeMUgaefaFgozdMAKNbP3amLh_-n7GvdVlHTFFQg/edit?usp=sharing,73,"6'1""",175 lbs,PG,SG,,,,,,,,,,,,"$8,000,000","$4,910,000",,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,PG/SG,LAC,https://www.basketball-reference.com/req/202106291/images/players/willilo02.jpg,PG,SG,,,
"LeVert, Caris","LEVERT, CARIS",8/25/1994,29,6,Michigan,USA,2016,Round 1,Pick 20,,,,https://docs.google.com/spreadsheets/d/1qZ7VSQZ47GnZFs4pDaw-_KTmN95HQioaZ6CBl9hxGJ8/edit?usp=sharing,82,"6'6""",205 lbs,SG,SF,,,,,,,,,,,,"$16,203,704","$17,500,000","$18,796,296",,,,,,,,,,,,,,,,,,49,82,22,,,,,,,,,SG/SF,MEM,https://www.basketball-reference.com/req/202106291/images/players/leverca01.jpg,SG,SF,SG,SF,
"Williams, Robert","WILLIAMS, ROBERT",10/17/1997,26,4,Texas A&M,USA,2018,Round 1,Pick 27,,,,https://docs.google.com/spreadsheets/d/1pgIwiZ-Inlsb55qTs9bNrZZ9gYj85OOcaokSdMKgU-E/edit?usp=sharing,82,"6'8""",237 lbs,C,,,NBN All-Defensive Second Team,,,,,,,,,,"$2,029,920","$3,661,976",,,,,,,,,,,,,,,,,,,33,55,64,,,,,,,,,C,IND,https://www.basketball-reference.com/req/202106291/images/players/williro04.jpg,C,,C,,
"Porzingis, Kristaps","PORZINGIS, KRISTAPS",8/2/1995,28,6,None,Latvia,2015,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1UVEXmT-Od2YwBJEDiLpIuBkLJyiYf8SSYYYWg1MJiY0/edit?usp=sharing,86,"7'3""",240 lbs,C,PF,,,,,,,,,,,,"$29,467,800","$31,650,600","$33,833,400",,,,,,,,,,,,,,,,,,56,58,22,,,,,,,,,C/PF,MIL,https://www.basketball-reference.com/req/202106291/images/players/porzikr01.jpg,C,PF,,,
"Williamson, Zion","WILLIAMSON, ZION",7/6/2000,23,3,Duke,USA,2019,Round 1,Pick 1,,,,https://docs.google.com/spreadsheets/d/1oUg96c-79zaa2jxU8Qd-tdLID7A96BEFwYDIYgZNx20/edit?usp=sharing,89,"6'7""",284 lbs,PF,C,NBN All-Star,"All-NBN Second Team, NBN All-Star",,,,,,,,,,"$10,245,480","$10,733,400",,,,,,,,,,,,,,,,,,,57,79,82,,,,,,,,,PF/C,BKN,https://www.basketball-reference.com/req/202106291/images/players/willizi01.jpg,PF,C,PF,C,87
"Wilson, Dj","WILSON, DJ",2/19/1996,27,4,Michigan,USA,2017,Round 1,Pick 17,,,,https://docs.google.com/spreadsheets/d/1RxOMe4ScECDUDfY0MbzLhXg8VOWlk5zltP27LTg2h2k/edit?usp=sharing,71,"6'10""",231 lbs,C,PF,,,,,,,,,,,,"$4,548,280",,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,C/PF,FA,https://www.basketball-reference.com/req/202106291/images/players/wilsodj01.jpg,C,PF,,,
"Windler, Dylan","WINDLER, DYLAN",9/22/1996,27,2,Belmont,USA,2019,Round 1,Pick 26,,,,https://docs.google.com/spreadsheets/d/1SAdWX4m6Aa9nrkjMgBis_oNp7iRtNI4WaUOScHzeKQ8/edit?usp=sharing,73,"6'6""",196 lbs,SG,SF,,,,,,,,,,,,"$2,137,440","$2,239,200",,,,,,,,,,,,,,,,,,,3,0,,,,,,,,,,SG/SF,ATL,https://www.basketball-reference.com/req/202106291/images/players/windldy01.jpg,SG,SF,SG,SF,
"Winslow, Justise","WINSLOW, JUSTISE",3/26/1996,27,7,Duke,USA,2015,Round 1,Pick 10,,,,https://docs.google.com/spreadsheets/d/13w3zBGbJt6WNExTQQ8WNhvo7JNtjyIzh1dTAtiyuZ2U/edit?usp=sharing,73,"6'6""",222 lbs,SF,PG,,,,,,,,,,,,"$13,000,000","$4,910,000","$4,910,000",,,,,,,,,,,,,,,,,,29,0,,,,,,,,,,SF/PG,UTA,https://www.basketball-reference.com/req/202106291/images/players/winslju01.jpg,SF,PG,,,
"Winston, Cassius","WINSTON, CASSIUS",2/28/1998,25,1,Michigan State,USA,2020,Round 2,Pick 53,2020,Undrafted,,https://docs.google.com/spreadsheets/d/1M-0V_ibZbAH4n8ivAIKI12XhX1JxZuRLoaXyL_CWNNY/edit?usp=sharing,69,"6'1""",185 lbs,PG,,,,,,,,,,,,,,"$1,716,667",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PG,FA,https://www.basketball-reference.com/req/202106291/images/players/winstca01.jpg,PG,,,,
"WISEMAN, JAMES","WISEMAN, JAMES",3/31/2001,22,2,Memphis,USA,2020,Round 1,Pick 2,2020,Round 1,Pick 2 (ATL),https://docs.google.com/spreadsheets/d/1mjg1TfDHNAPliUx11NrE4s-CuSAB9JD1Vv2MVoU4EHY/edit?usp=sharing,77,"7'0""",240 lbs,C,PF,,,,,,,,,,,,"$7,275,200","$7,639,000",,,,,,,,,,,,,,,,,,,0,30,73,,,,,,,,,C/PF,HOU,https://www.basketball-reference.com/req/202106291/images/players/wisemja01.jpg,C,PF,C,PF,
"Wood, Christian","WOOD, CHRISTIAN",9/27/1995,28,6,UNLV,USA,2015,Undrafted,,,,,https://docs.google.com/spreadsheets/d/1Pl-V3WtHBYULN0CnvyG4I2nf_ofxv-fwsh02_eMo8Xw/edit?usp=sharing,84,"6'10""",214 lbs,C,PF,NBN Most Improved Player,,,,,,,,,,,"$17,045,455","$15,681,819","$14,318,183","$12,954,547",,,,,,,,,,,,,,,,,74,74,66,,,,,,,,,C/PF,POR,https://www.basketball-reference.com/req/202106291/images/players/woodch01.jpg,C,PF,C,PF,
"Woodard, Robert","WOODARD, ROBERT",9/22/1999,24,1,Mississippi State,USA,2020,Round 2,Pick 40,2020,Round 2,Pick 47 (PHI),https://docs.google.com/spreadsheets/d/1OR7RupGHCiGHpLWU_3EVJMKvyl0KeZcdTXZiwHI5pNE/edit?usp=sharing,70,"6'6""",235 lbs,PF,SF,,,,,,,,,,,,"$718,648",,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,PF/SF,FA,https://www.basketball-reference.com/req/202106291/images/players/woodaro01.jpg,PF,SF,PF,SF,70
"Powell, Norman","POWELL, NORMAN",5/25/1993,30,7,UCLA,USA,2015,Round 2,Pick 46,,,,https://docs.google.com/spreadsheets/d/1UNGVMjTkz6ulysng_YSbHFIEodWxyy5Z1OmA1ZM94_o/edit?usp=sharing,82,"6'3""",215 lbs,SF,SG,NBN Champion,,,,,,,,,,,"$10,865,952","$22,972,973","$21,824,324","$20,675,675","$19,527,026",,,,,,,,,,,,,,,,58,66,22,,,,,,,,,SF/SG,PHI,https://www.basketball-reference.com/req/202106291/images/players/powelno01.jpg,SF,SG,SF,SG,
"Young, Thaddeus","YOUNG, THADDEUS",6/21/1988,35,15,Georgia Tech,USA,2007,Round 1,Pick 12,,,,https://docs.google.com/spreadsheets/d/1ANSqukBOEb8jHSZONos-rmr2aqV_Iri6I-XIiIqiMWU/edit?usp=sharing,79,"6'8""",235 lbs,PF,C,,,,,,,,,,,,"$13,545,000","$14,190,000",,,,,,,,,,,,,,,,,,,17,0,,,,,,,,,,PF/C,FA,https://www.basketball-reference.com/req/202106291/images/players/youngth01.jpg,PF,C,,,
"Young, Trae","YOUNG, TRAE",9/19/1998,25,4,Oklahoma,USA,2018,Round 1,Pick 5,,,,https://docs.google.com/spreadsheets/d/1nDn7qQ-N2o3k4yU0kHHOkEC7cLQzTvA_nc-jiydO2n4/edit?usp=sharing,91,"6'1""",180 lbs,PG,,"NBN All-Star, NBN Champion",NBN All-Star,,,,,,,,,,"$6,571,800","$8,326,471",,,,,,,,,,,,,,,,,,,82,77,82,,,,,,,,,PG,ATL,https://www.basketball-reference.com/req/202106291/images/players/youngtr01.jpg,PG,,PG,,
"Christopher, Josh","CHRISTOPHER, JOSH",12/8/2001,22,1,Arizona State,USA,2021,Round 1,Pick 24,2021,Round 1,Pick 30 (CLE),https://docs.google.com/spreadsheets/d/1sVVCeeii4LApQbmqEtYXLLeveWpCMtSaHG07xO3GtZk/edit?usp=sharing,75,"6'3""",215 lbs,SG,SF,,,,,,,,,,,,,"$1,662,100","$1,745,100",,,,,,,,,,,,,,,,,,,0,23,,,,,,,,,SG/SF,OKC,https://www.basketball-reference.com/req/202106291/images/players/chrisjo01.jpg,SG,SF,SG,SF,
"Zeller, Cody","ZELLER, CODY",10/5/1992,31,9,Indiana,USA,2013,Round 1,Pick 4,,,,https://docs.google.com/spreadsheets/d/1VIw240FKpKXBMl0dGWn4lklszVbrTNeBDsJdlWM1WYc/edit?usp=sharing,78,"6'11""",240 lbs,C,PF,,,,,,,,,,,,"$15,415,730","$3,000,000",,,,,,,,,,,,,,,,,,,6,16,,,,,,,,,,C/PF,ATL,https://www.basketball-reference.com/req/202106291/images/players/zelleco01.jpg,C,PF,,,
"Zubac, Ivica","ZUBAC, IVICA",3/18/1997,26,6,None,Croatia,2016,Round 2,Pick 32,,,,https://docs.google.com/spreadsheets/d/1DhiuUD3ZpBi89ceJoyPQtw2ZMcnUgWtAAZO5_yX9o-Y/edit?usp=sharing,78,"7'0""",240 lbs,C,,,,,,,,,,,,,"$7,000,000","$7,518,518","$7,518,518",,,,,,,,,,,,,,,,,,61,81,46,,,,,,,,,C,BKN,https://www.basketball-reference.com/req/202106291/images/players/zubaciv01.jpg,C,,C,,
"Gay, Rudy","GAY, RUDY",8/17/1986,37,16,Connecticut,USA,2006,Round 1,Pick 8,,,,https://docs.google.com/spreadsheets/d/10ixmXpfI-_xHFBLdIo2Bf2bnqZOtc84h-QIZeMEwwDw/edit?usp=sharing,77,"6'8""",250 lbs,PF,SF,,,,,,,,,,,,"$14,500,000","$1,669,178",,,,,,,,,,,,,,,,,,,53,15,23,,,,,,,,,PF/SF,GSW,https://www.basketball-reference.com/req/202106291/images/players/gayru01.jpg,PF,SF,,,
"Robinson, Orlando","ROBINSON, ORLANDO",7/10/2000,23,0,Fresno State,USA,,,,2022,Round 2,Pick 49 (ATL),https://docs.google.com/spreadsheets/d/1xo6NU83nhcxdhcEZpiPj8c3e78LY-dkBKamp8qSoaS0/edit?usp=sharing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ATL,https://www.basketball-reference.com/req/202106291/images/headshots/robinor01.jpg,,,,,
